									事业部-SoldItem周报																						
1463579014	204660940	Y	2014/8/26	Best Selling 2014 Elegant Luxury White Ivory 1 Layer Wedding Bridal Veils 3m Length Appliqued Bridal Accessories Mantilla Lace Edge	0	0	0	Y	ff80808145112c4001452765f4252221	annikakauffman	N	N	ff80808147e819d40148127a1cbe734f	averni	Y		End Consumer	Others	FR	002	002008	002008002	002008002	Bridal Veils		20.46	1	1	20.46	20.46	20.46	
1463579043	185255102	N	2014/8/26	2014 new woman Fashion 2014 solid long summer maxi dress free shipping 1pcs min order	0	0	0	Y	ff8080813e0d38c3013e17afa9790178	yan_yang	N	N	ff80808145a7ab580145b5d01be234b0	Piojo	N	bm|00 DHgate Sitelink Wedding PS AW|39043431912|paid_search|adwords|dhgate|00 DHgate PS AW|ZJ||www	End Consumer	Others	US	002	002009	002009001	002009001	Evening Dresses		20.46	1	1	20.46	20.46	20.46	
1463579058	198938736	N	2014/8/26	Free Shipping 2014 Trendy Short Coral Bridesmaid Dresses A Line Strapless Sweetheart Embroidered Beads Junior Bridesmaid Dresses	0	0	1	Y	ff8080813bdf3463013bef4c673f61fb	weddingpalace	N	N	ff80808143cdf9ff0144186d5124177f	leimo89	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	End Consumer	Others	IE	002	002113	002113002	002113002	Bridesmaid Dress		170.02	2	2	170.02	170.02	170.02	
1463579112	179666596	N	2014/8/27	HQ Popular New Fashion Beaded Formal Dresses One Shoulder with Handmade Flowers Double Straps Open Back Long Chiffon Sheath Bridesmaid Dress	0	0	1	Y	ff80808142554eaa0142f9cee6106a0f	kerenwedding	N	N	ff80808147e8867a014812a0a54b691d	Kelwoody	Y	seo|||organic|google|https|www	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	seo|||organic|google|https|www	101.65	1	1	101.65	101.65	101.65	
1463579147	197587337	N	2014/8/26	2014 New Year Hote sale tuxedos White men's dress Color butyl process Shawl collar white groom suits / classic groom tuxedos / wedding suits	0	0	0	N	ff80808146a2ccc10146b7ff2f4d20e5	dresses_online	N	N	ff808081434314b60143734054ec538a	mwaps	Y		Reseller	Others	ZM	002	002007	002007001	002007001	Groom Tuxedos	bm|00 SO Not Pay 30 SP R AW|46256521905|remarketing|adwords|chinawholesaleproduct.net|00 SO Not Pay SP R AW|PXY||00|	140.42	1	1	89.78	89.78	140.42	
1463579217	187024076	N	2014/8/26	Vintage Elaborate Flower Lace cutout Wedding Invitations Cards in Ivory Customized and Printing 50pcs/lot Free Shipping New CW3109	0	0	0	Y	ff8080813f5b1e3d013f5f4f8cca050d	lydiaqiu	N	N	ff80808147e88683014812a4888e643e	wasab786	Y	seo|||organic|google||www	End Consumer	Others	UK	002	002010	002010164	002010164	Wedding Invitations	seo|||organic|google||www	119.98	2	100	119.98	119.98	119.98	
1463579247	160201310	N	2014/8/26	Latest Bride Long Sleeve Lace Jacket White/Ivory Bridal Bolero for Wedding Dress Party Formal	0	0	0	Y	ff808081308d4692013093062e0a3a2d	jufeng89	N	N	ff80808147e88683014812932fbb62d1	10107catalina	Y		End Consumer	Others	US	002	002008	002008006	002008006	Bridal Wraps & Jackets		34.1	1	1	34.1	34.1	34.1	
1463579302	179000680	N	2014/8/27	New Style Ball Gown Sweetheart Backless Beaded Crystals Tiers Ruffles Organza Chapel Train Bridal Wedding Dresses	0	0	1	N	ff80808142554eaa014255885c8f00bb	queenwedding	N	N	ff80808147a151820147d90b51f931e1	chikosha	Y	seo|||organic|google|	End Consumer	Others	ZW	002	002001	002001002	002001002	Ball Gown Wedding Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	221.53	1	1	166.14	166.14	221.53	
1463579356	176106826	N	2014/8/26	Magic Towels, Economical Mini Travel Compressed Towel, Beach Towel Hand Towel,Bathroom Products	0	0	0	N	ff8080813df84fe5013e05d75a3b0550	yanyan2013	N	N	ff8080813860ff3901387b7822964bdd	Isioma	N		End Consumer	Others	NG	002	002010	002010166	002010166	Wedding Party Gifts	seo|||organic|google|	39.06	100	100	20	20	39.06	
1463579368	175020300	Y	2014/8/26	2014 Tarik Ediz Mermaid Bateau Zipper Crystal Beaded Sequins Full Length Evening/Prom Dresses	0	0	1	Y	ff8080813c559127013c5d2b46cb255b	click_me	N	N	ff80808147e819bf014812a920e0780b	amayasamperio	Y	bm|175020300|002009-SpecialOccasionDresses|GMC|Adwords|pla|click_me|US|002009001-EveningDresses|c||0HRF||www	End Consumer	Others	US	002	002009	002009001	002009001	Evening Dresses	bm|175020300|002009-SpecialOccasionDresses|GMC|Adwords|pla|click_me|US|002009001-EveningDresses|c||0HRF||www	149	1	1	149	149	149	
1463579388	147092868	N	2014/8/26	2013 Sexy White Dresses V Neck 3/4 Sleeves Mermaid Lace Tulle Bolero Winter Wedding Dresses AB8900	0	0	1	Y	ff8080811f457b8c011f56709bc04543	babyonline	N	N	ff80808147f316b701481266a3021eb8	tsum0ri	Y		4	Others	AU	002	002001	002001001	002001001	A-Line Wedding Dresses		160.85	1	1	160.85	160.85	160.85	
1463579410	184572757	N	2014/8/26	Girls Pageant Dresses Size 12 Scoop Ball Gowns Ruffle Blue Organza Crystal Beading Lace Up Cheap Flower Girl Dress	0	0	1	Y	ff80808142554e14014273c71cc117a0	bridallee	N	N	ff80808147e819bf014812ab0c45783b	Marshall Dillon	Y		End Consumer	Others	US	002	002114	002114002	002114002	Girl's Pageant Dresses		136.37	1	1	136.37	136.37	136.37	
1463579433	180683616	N	2014/8/26	2014 New Arrival Mint Prom Dresses Under 100 A Line Chiffon Bridesmaid Dresses Cheap Pleats Mix order 3 style Brides Maid Dresses	0	0	1	N	ff8080813b92ccc0013bc05690bd13f8	bridefashion	N	N	ff80808146a29ff10146c635f2205648	Nisha804	N	bm|00 DHgate p PS MAC|3083680855|paid_search|adcenter|dhgate wedding dresses|00 DHgate PS MAC|bing||00|	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	118.55	1	1	89	89	118.55	
1463579437	186205437	N	2014/8/26	Buy 2014 Luxury Real Sample Wedding Dresses Crystal Beaded Leaves Sweetheart Neck Lace Up A-Line Court Train White Lace And Satin Bridal Gow	0	0	1	N	ff80808143574d7201435c8314dd0498	chensudress	N	N	ff8080814710c0ac01473fb9da0c784c	Evanita	Y	bm|002013002 Bridesmaid Dress||remarketing|Criteo||189299635|DC|||www	End Consumer	Others	US	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||organic|google|https	194.5	1	1	179.05	179.05	194.5	
1463579525	156275319	N	2014/8/26	Bridal Hats Full Side Blusher Birdcage Veil Detachable Ivory Feather Flower Fresh Pearls Cente New	0	0	1	Y	ff8080813423093801343086350c5d8a	ladygirl_dress	N	N	ff808081420e6d47014246016ba23929	chaanm	N		End Consumer	Others	ZA	002	002008	002008007	002008007	Bridal Hats	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	9.15	1	1	9.15	9.15	9.15	
1463579528	193442649	N	2014/8/26	utility New arrival Bridesmaid Bride Ankle Length Dress One Shoulder Chiffon Long Formal Wedding Party Dress Drop Free Shipping A198	0	0	0	Y	ff8080812c3058d5012c39d6796717d8	utility	N	N	ff808081420e6d47014246016ba23929	chaanm	N		End Consumer	Others	ZA	002	002113	002113002	002113002	Bridesmaid Dress	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	47.34	2	2	47.34	47.34	47.34	
1463579529	202200810	N	2014/8/26	The latest sexy lace fishtail word shoulder back Small Tail Han bride wedding dress 2014 latest 2196	0	0	0	Y	ff8080813724375c01372b45c1af3ccc	angelinatang581	N	N	ff808081420e6d47014246016ba23929	chaanm	N		End Consumer	Others	ZA	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	97	1	1	97	97	97	
1463579531	161463701	N	2014/8/26	Extra cost for fast shipping ,plus size ,custom made size and other cost of wedding dress ,evening ,party gowns	0	0	0	Y	ff8080813d58d33b013d669e43a2775e	bonnybridal	N	N	ff808081406dc6e8014070a488386d54	vincenza0413	N		End Consumer	Others	US	002	002006	002006	002006	Other Wedding Apparel	bm|00 DHgate e PS MAC|3083680857|paid_search|adcenter|dhgate|00 DHgate PS MAC|bing||00|	10.86	1	1	10.86	10.86	10.86	
1463579756	178438534	N	2014/8/26	Free shipping New 2014 Luxurious Long Train Girl Mermaid Buttons 3/4 Sleeves Lace Trumpet New Arrival 2014 Wedding Dress with Sleeves	0	0	0	N	ff8080813f5c956d013f603987c90519	aijiayi	N	N	ff8080814710c0b4014735db5c8d2ed3	ogonnachukwu	Y	seo|||organic|google|	End Consumer	Others	NG	002	002001	002001004	002001004	Mermaid Wedding Dresses		234.74	1	1	178	178	234.74	
1463579855	182181350	N	2014/8/27	Vintage Sheer 2014 Sexy A Line Court Train Beaded Cheap Bridal Wedding Dresses Gowns Lace 2014 #574985	0	0	1	Y	ff8080813976a1f80139b094d0dc5094	bobbirabbit	N	N	ff808081476d6cb201477722802d23cd	amethyst823	Y	seo|||organic|google|https|www	4	Others	HK	002	002001	002001001	002001001	A-Line Wedding Dresses		143.19	1	1	143.19	143.19	143.19	
1463579889	132596965	N	2014/8/26	Custom Made 2014 Real Photos Bridesmaid Dresses Chiffon Long Skin Party Prom Gowns For Maid of Honor Mix Order BO0320	0	0	1	Y	ff8080811a95f1f6011aa05de2896f5c	earlybirdno1	N	N	ff8080814508959a01450b1b4c0c4565	Lisa griff	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|t|Exact||www	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	seo|||organic|google||www	84.9	1	1	84.9	84.9	84.9	
1463580010	173964446	N	2014/8/26	Plus Size 2014 Elegant Mother Of Bridal Suits Dresses Dress With Short Sleeves Chiffon Grey Champagne V Neck Ruffles Wedding Groom Gowns	0	0	1	N	ff8080812b61ec9b012b7ad1434d2f88	sarahbridal	N	N	ff8080812ec86291012ecd89e80706c5	eleni	Y		End Consumer	Others	CY	002	002003	002003	002003	Mother of the Bride Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	176.51	1	1	135	135	176.51	
1463580291	170881916	N	2014/8/26	Sexy Two-tone Beaded Blue+Purple Sweetheart Tulle ...	0	0	1	Y	ff8080813856453e013865a1bdc644a7	love_bridal	N	N	ff80808144ab5b290144ce86db5e6bdb	yvetita	Y	seo|||brand|google|dhgate|m.dhgate.com	4	Others	US	002	002009	002009002	002009002	Prom Dresses		181.99	1	1	181.99	181.99	181.99	
1463580391	197614867	N	2014/8/26	2014 New Fashion Homecoming Dresses Sexy Deep V Ne...	0	0	1	N	ff8080813a736b7b013a87fe1a9b221e	laferdresses	N	N	ff80808147f316b701480fbaf8d87337	spratley21	Y		4	Others	US	002	002009	002009006	002009006	Homecoming Dresses		130.64	1	1	106.5	106.5	130.64	
1463580915	151085659	N	2014/8/26	Fast Shipping Dark Navy Halter Lace Top Knee Lengt...	0	0	1	Y	ff80808138a2d15b0138c10a646b0a3e	missudress	N	N	ff80808147f316b701481302dcc02ae9	MegaNaglePT	Y		4	Others	US	002	002113	002113002	002113002	Bridesmaid Dress		54.6	1	1	54.6	54.6	54.6	
1463581342	176775756	N	2014/8/26	Free Shipping Kawaii Animal Silicon Key Caps Covers Keys Keychain Case Shell Novelty Item,Christmas Gift	0	0	1	Y	ff8080812640848f012674c37d043174	michaelshenzhen	N	N	ff80808147aaf8490147cad05f1967fd	ChristineHee	Y	seo|||organic|google|https|www	4	Others	MY	002	002010	002010007	002010007	Keychain Favors	seo|||organic|google|https	15.3	10	10	15.3	15.3	15.3	
1463581564	150729466	N	2014/8/27	Sizes available Mermaid Sweetheart Fold Satin Floor length Evening/Bridesmaids' &amp; Formal Dresses	0	0	1	N	ff808081365d120b0136802244df3bb5	weddingmall	N	N	ff80808144b11c100144f20363fc5883	butterfly4	N	seo|||organic|google||www	End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress	seo|||organic|google||www	360	3	3	323.88	323.88	360	
1463581627	178479936	N	2014/8/26	2014 New Year Charming Fashion Party Dresses Sweetheart Mini/Short Lace Beaded Rhinestone	0	1	1	Y	ff8080812e32cde8012e56766b9646ef	dress_beautiful	N	N	ff8080812fbecb12012fd5d078f81719	vicky	N		End Consumer	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|00 DHgate e PS AW|9878393112|paid_search|adwords|dhgate|00 DHgate PS AW|HC|Exact|	120	1	1	120	120	120	
1463581729	172732321	N	2014/8/26	2014 New Collection Mermaid Lace Ivory Wedding Dress Bridal Gown With Lace Jacket Sweet-heart Court Train Buttons	0	0	1	N	ff8080812e7a9144012e9874a3622520	toprated	N	N	ff80808147e88696014812d07f1c6bc5	russian bride	Y	bm|002002004 Mermaid Wedding Dresses||remarketing|Criteo||172732321|DC|||www	End Consumer	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	bm|002002004 Mermaid Wedding Dresses||remarketing|Criteo||172732321|DC|||www	189.73	1	1	167	167	189.73	
1463581735	192786673	N	2014/8/26	2014 Sexy Black Cap Short Sleeve with Lace Back Cheap Bridesmaid Dresses Long Chiffon Sheath Pleated Evening Prom Party Dress Gowns 2015	0	0	1	Y	ff8080813a06bcdc013a209c788823d4	olesa	N	N	ff80808147e819da0148011085082b1b	Cristy118	Y		End Consumer	Others	US	002	002113	002113002	002113002	Bridesmaid Dress		184.11	3	3	184.11	184.11	184.11	
1463581759	205217700	Y	2014/8/27	Popular new styling couples crystal white car diamond ring wedding key chain wedding gifts Keychain Favors 85piece	0	0	0	N	ff80808115ef09e20115ef946bb43a45	yzs168	N	N	ff8080814710c0980147495c24582f05	wasskhan	N	seo|||organic|google||www	Reseller	Others	BW	002	002010	002010007	002010007	Keychain Favors		110	1	85	100	100	110	
1463581976	133758975	N	2014/8/27	2012 High heels silver Rhinestone Shoes/wedding shoes for Bridal Shoes	0	0	1	Y	ff8080813390928e01339c24e8395b4a	allday168	N	N	ff8080814767df9a01478088bfa83ac3	rondi28	Y	seo|||organic|google||www	End Consumer	Others	US	002	002008	002008011	002008011	Wedding Shoes	bm|002008011 Wedding Shoes||remarketing|Criteo||184559541|DC|||www	71.1	1	1	71.1	71.1	71.1	
1463582044	151905818	N	2014/8/27	New Custom Plus Size Sexy Sweetheart Strapless Beautifully Organza Mermaid Wedding Dress Bridal Gown	0	0	1	Y	ff80808124e86d140124fab25e3e36fa	hjklp88	N	N	ff80808147a068530147e4a504f620c4	Scinto	Y		End Consumer	Others	BW	002	002001	002001004	002001004	Mermaid Wedding Dresses		145.74	1	1	145.74	145.74	145.74	
1463582045	168718550	N	2014/8/27	Hot Sale New Arrival 2013 Fashion Wedding Dress Bags White and Pink Wedding Accessory TU 565	0	0	1	Y	ff8080813976aa640139adf311244dec	sweetdresses	N	N	ff80808147a068530147e4a504f620c4	Scinto	Y		End Consumer	Others	BW	002	002008	002008012	002008012	Other Bridal Accessories		5	2	2	5	5	5	
1463582097	188252208	Y	2014/8/26	Justin Alexander 2014 Sweetheart Full Beaded Top Corset Wedding Dresses 9740 Mermaid Brush Train Elegant Tiers Organza Bridal Gowns Ruched	0	0	1	Y	ff8080811a52c1e5011a706cf3601113	faithfully	N	N	ff80808144ab452e0144ac2c85b01238	missryen	N	bm|178930196||GMC|Adwords|pla|weddingdress88|US||c|||www	End Consumer	Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses	seo|||organic|google|https|www	205.11	1	1	205.11	205.11	205.11	
1463582241	172015263	N	2014/8/26	Vintage 50s' Iris white Tea Length Short Sleeve short wedding dresses	0	0	1	Y	ff8080812e32cde8012e56766b9646ef	dress_beautiful	N	N	ff80808147e819bf014812e1782e7e24	cleli59	Y	seo|||organic|google|https|www	End Consumer	Others	UK	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||organic|google|https|www	97.96	1	1	97.96	97.96	97.96	
1463582732	175524164	N	2014/8/27	Most beautiful sheer chiffon glitter beaded sequins sweep train V-neck wedding dresses castle appliques bow pretty wedding gowns bridal gown	0	0	1	Y	ff8080813bdf3463013bef4c673f61fb	weddingpalace	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002001	002001003	002001003	Sheath Wedding Dresses		134.91	1	1	134.91	134.91	134.91	
1463582736	151905818	N	2014/8/27	New Custom Plus Size Sexy Sweetheart Strapless Beautifully Organza Mermaid Wedding Dress Bridal Gown	0	0	1	Y	ff80808124e86d140124fab25e3e36fa	hjklp88	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses		145.74	1	1	145.74	145.74	145.74	
1463582737	168718550	N	2014/8/27	Hot Sale New Arrival 2013 Fashion Wedding Dress Bags White and Pink Wedding Accessory TU 565	0	0	1	Y	ff8080813976aa640139adf311244dec	sweetdresses	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002008	002008012	002008012	Other Bridal Accessories		23.6	10	10	23.6	23.6	23.6	
1463582738	202360617	Y	2014/8/27	2014 in Stock Fashion 2 Layers Long Bridal Veils Ivory White Tulle Veils for Wedding Bridal Accessories	0	0	1	Y	ff80808147102daf014756c302fc60e1	find_my_dress	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002008	002008002	002008002	Bridal Veils		13.64	4	4	13.64	13.64	13.64	
1463582740	190907987	Y	2014/8/27	GOOD price and quality ! mermaid petticoat 2 hoops white wedding dress crinoline	0	0	0	Y	ff8080813ef43a46013f0e09f9fe2649	shangpindanni	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002008	002008004	002008004	Petticoats		15.92	1	1	6.82	15.92	6.82	
1463582740	190908060	N	2014/8/27	Wholesale - - - Mermaid Petticoat/slip 1 Hoop Bone Elastic Wedding Dress Crinoline Trumpet	0	0	0	Y	ff8080813ef43a46013f0e09f9fe2649	shangpindanni	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002008	002008004	002008004	Petticoats		15.92	1	1	9.1	15.92	9.1	
1463582745	184725877	N	2014/8/27	Cheap 2014 Real Sample Stock 1 Layer White Ivory Wedding 1/5&quot; Satin Edge Veils For Wedding Dresses Gowns Bridal Accessories 11-001	0	0	1	Y	ff8080814159f1810141aaa877fd4e02	gaogao8899	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002008	002008002	002008002	Bridal Veils		70.7	16	32	70.7	70.7	70.7	
1463582746	156762415	N	2014/8/27	New White Halter Applique Pearl Ruffle Zipper Organza Court Train Ball Gown Wedding Dresses	0	0	1	Y	ff8080813b02edd5013b1bcf24b57d5a	mirabellewedding	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002001	002001002	002001002	Ball Gown Wedding Dresses		131.82	1	1	131.82	131.82	131.82	
1463582751	172732321	N	2014/8/27	2014 New Collection Mermaid Lace Ivory Wedding Dress Bridal Gown With Lace Jacket Sweet-heart Court Train Buttons	0	0	1	Y	ff8080812e7a9144012e9874a3622520	toprated	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002001	002001004	002001004	Mermaid Wedding Dresses		167	1	1	167	167	167	
1463582753	197309600	N	2014/8/27	Cheapest In Stock 2014 Ball Gown Bone Full Crinoline Bridal 3 Hoop Petticoats For Wedding Dress Wedding Skirt Accessories Slip K6141	0	0	1	Y	ff808081405d71960140d71dfa211e22	promfactory	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002008	002008004	002008004	Petticoats		7.74	1	1	7.74	7.74	7.74	
1463582756	176814226	N	2014/8/27	2014 Newest Luxury bride dress Sweetheart Swarovski crystals Applique Bead cathedral wedding dresses Evening gown	0	0	1	Y	ff80808132a53f700132b960d49864f4	orient2012	N	N	ff80808147ab16690147e05bcdac4c5c	dunia123	N			Others	US	002	002001	002001002	002001002	Ball Gown Wedding Dresses		230.4	1	1	230.4	230.4	230.4	
1463582810	179752183	N	2014/8/26	2014 Anna Campbell Cap Sleeve Chiffon Wedding Dresses A Line V Neck Vintage Intricate Beaded White Ivory Bridal Gowns	0	0	1	Y	ff808081276a1efa01277440b5f40694	weddingfactory	N	N	ff80808146a28f190146b49947c662a6	sewmanycolors	N	seo|||brand|google|dhgate wedding dress|www	Purchase for company	金牌	US	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||organic|google|	178.41	1	1	178.41	178.41	178.41	
1463582811	182484100	N	2014/8/26	2014 Vintage Sheer Wedding Dresses Backless Lace Beach Wedding Dresses Empire Covered Buttons A Line Wedding Dresses With Short Sleeves	0	0	1	Y	ff80808131f610450132132bae8d09a4	yateweddingdress	N	N	ff80808146a28f190146b49947c662a6	sewmanycolors	N	seo|||brand|google|dhgate wedding dress|www	Purchase for company	金牌	US	002	002001	002001001	002001001	A-Line Wedding Dresses	seo|||organic|google|	170.05	1	1	170.05	170.05	170.05	
1463582849	175435749	N	2014/8/26	50pcs 4&quot; (10cm) W x 6&quot; (15cm) H Teal Blue Sheer Organza Wedding Party Favour Gift Candy Bag Pouch,Gift Favor Holder supplies	0	0	0	Y	ff8080814221a31e014245ee81932757	weddingdecor	N	N	ff80808130ff3af501310122c3761187	xiris	N	bm|00 China m PS AW|6464957188|paid_search|adwords| china|00 China PS AW|HC|Modifier||20110707034956	End Consumer	Others	MX	002	002010	002010008	002010008	Favor Holders		8.6	1	50	8.6	8.6	8.6	
1463582932	165917180	Y	2014/8/26	100pcs Butterfly Place cards For Wedding Table Description	0	0	0	Y	ff80808139e35fa90139e414095d048b	brandcards	N	N	ff80808147e818cc014812f5e788086f	joanna23	Y	seo|||organic|google|bridesmaid dresses|www	End Consumer	Others	SG	002	002010	002010174	002010174	Personalized Wedding Favors	seo|||organic|google|bridesmaid dresses|www	25.12	1	100	25.12	25.12	25.12	
1463582933	201953662	Y	2014/8/26	Cheap 30pcs Cheap paper napkin ring napkin holder wedding I DO napkin holders buckles Wedding Party Decorations	0	0	0	Y	ff80808140de007301410d20069a43dd	romantickitty	N	N	ff80808147e818cc014812f5e788086f	joanna23	Y	seo|||organic|google|bridesmaid dresses|www	End Consumer	Others	SG	002	002010	002010174	002010174	Personalized Wedding Favors	seo|||organic|google|bridesmaid dresses|www	37.5	3	90	37.5	37.5	37.5	
1463583113	166344348	N	2014/8/27	Wholesale- 100pcs/lot Silver Ribbon Wedding favour box Party Candy Box Favor Gift Boxes wedding box	0	0	0	Y	ff8080812e7a880d012e801fba970ed4	meiyamei1688	N	N	ff8080814767df9a014787730c434747	chumet	Y	seo|||organic|google|https	End Consumer	Others	ZW	002	002010	002010008	002010008	Favor Holders	seo|||organic|google|https	109.11	3	300	109.11	109.11	109.11	
1463583141	182772390	N	2014/8/26	Wholesale - Colorful Silk Rose Flower Petals Wedding Favors Festival Party Decoration 5000pcs (50 bag	0	0	1	Y	ff8080813976aa640139917cea8d73ee	feida98	N	N	ff80808146d0e06d0147085949530126	dan and kar	N	seo|||organic|google||www	End Consumer	Others	CA	002	002010	002010011	002010011	Flowers,Petals & Garlands	seo|||organic|google||www	26.42	1	5000	26.42	26.42	26.42	
1463583427	165580210	N	2014/8/27	2014 Free shipping Celebrity dress Long sleeve V-neck Myriam fares friendTube Sheath Knee length Red Carpet Part Dresses	0	0	0	N	ff80808138db032f0138db1f9bd5017f	monique0909	N	N	ff80808147a151490147a2d3fd8024b6	randhilay	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	End Consumer	Others	NL	002	002009	002009003	002009003	Celebrity Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate.com.|00 DHgate PS AW|HC|c|Exact|	184.31	1	1	151.14	151.14	184.31	
1463583472	182008848	N	2014/8/27	Elie Saab Sheer 2014 Backless Evening Dresses Beads A Line Sheath Bateau Neck Long Sleeves Floor Length Chiffon Formal Celebrity Prom Gowns	0	0	1	Y	ff8080813d1f856d013d2056f8b50ac5	kissbridal001	N	N	ff8080814767e99f01476e2b1acd7734	Chanlovah	N	seo|||organic|google|https|www	End Consumer	Others	US	002	002009	002009001	002009001	Evening Dresses		127.88	1	1	127.88	127.88	127.88	
1463583493	176784629	Y	2014/8/27	Bset new white imitation fur shawl winter warm shawl Bridal Prom Cocktail Party Wrap Cape Wedding Accessories huihui2014	0	0	0	Y	ff80808142554e14014289c8cdc93585	huihui2014	N	N	ff8080813be112e6013bf7accb7a2e2f	Brittany	N		End Consumer	Others	US	002	002008	002008006	002008006	Bridal Wraps & Jackets	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	12	1	1	12	12	12	
1463583494	141291408	N	2014/8/27	Free Shipping In stock Hot Only $5.9 Twinkle Crystals Hair Tiaras Wedding Bridal Tiaras Jewelry Sets	0	0	1	Y	ff8080813423093801343086350c5d8a	ladygirl_dress	N	N	ff8080813be112e6013bf7accb7a2e2f	Brittany	N		End Consumer	Others	US	002	002008	002008003	002008003	Tiaras & Hair Accessories	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	5.69	1	1	5.69	5.69	5.69	
1463583496	140859883	N	2014/8/27	Deaigner 2012 Sexy Men-Made Diamond Earrings Necklace Wedding Jewelry Set Bridal Accessories 15-035	0	0	1	Y	ff8080812eb8a311012ebd3401d041eb	sweet-life	N	N	ff8080813be112e6013bf7accb7a2e2f	Brittany	N		End Consumer	Others	US	002	002008	002008013	002008013	Bridal Jewelry	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	12.5	1	1	12.5	12.5	12.5	
1463583497	144722211	N	2014/8/27	Scalloped lace and tulle cathedral-length veil one layer ivory color	0	0	1	Y	ff8080811fa7e5fd011fb0bb3fd96cf7	officesupply	N	N	ff8080813be112e6013bf7accb7a2e2f	Brittany	N		End Consumer	Others	US	002	002008	002008002	002008002	Bridal Veils	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact|	16.29	1	1	16.29	16.29	16.29	
1463583506	188133634	N	2014/8/27	Love Birds in the Window&quot; Salt &amp; Pepper Ceramic Shakers Wedding Favors party gift 2014 hot sell wedding favors	0	0	0	Y	ff8080813e830d7d013e945f5e5b68d6	elma339	N	N	ff8080813fc1dea2013fd63fc4476e51	nik1506	N	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|c|Exact||www	End Consumer	Others	MY	002	002010	002010166	002010166	Wedding Party Gifts	seo|||organic|google|https	320	2	1200	513.1	513.1	320	
1463583703	189042408	N	2014/8/27	Sexy 2014 White Sheath High Collar Inspired by Michael Costello Prom Evening Dress Pick-up Pleat Sleeveless Rhinestones Sweep Train Chiffon	0	0	1	Y	ff8080813d6d45e0013d7800597f6e57	missesdressy	N	N	ff80808147e819c101481312505c0780	ashleighcarla	Y	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|t|Exact|	End Consumer	Others	UK	002	002009	002009002	002009002	Prom Dresses	bm|00 DHgate e PS AW|23678861952|paid_search|adwords|dhgate|00 DHgate PS AW|HC|t|Exact|	136.03	1	1	136.03	136.03	136.03	
